GENES,IMPORTANCE
C11orf95,0.00020797828049679213
ITGB8,0.00020791005734425918
C2orf81,0.00020789868681883705
TSPYL2,0.00020789493696470837
SMC3,0.00020771896546738542
AGTPBP1,0.00020768264683581592
DAAM2,0.00020752825462572774
PDS5B,0.0002074609215900837
WBP11,0.00020724286122444626
FAM81A,0.00020707267185795492
PIF1,0.0002068509826684906
HDAC11,0.0002067221389815648
SVEP1,0.00020647323640454951
QDPR,0.0002061277274843351
FST,0.0002060634681387518
TDRD7,0.00020579080219605702
TRPM2,0.00020573453256985446
WDHD1,0.00020551278975168555
ABCG2,0.00020538809278273864
ACTG2,0.00020517519769777226
ZNF100,0.0002051436444632774
FBL,0.00020512367853421976
FEM1C,0.00020505820084545107
FAM149A,0.00020502194388702968
SH3D19,0.0002048741270565415
ZNF549,0.0002046033114154495
HERC3,0.00020457849339556525
MN1,0.0002043567681498331
PHF11,0.00020407453551462188
DOCK2,0.0002040155207569792
LY75,0.00020387544343740714
SSH3,0.00020360093522441057
USP11,0.00020352840868299125
WIPF1,0.00020341254891160387
PDE8A,0.0002033027919981275
LGMN,0.00020313040433876818
PLCXD1,0.00020302545591011388
GPRIN1,0.00020283575078335268
CHCHD10,0.00020256591039584235
PSD3,0.00020248655303333856
SLC39A11,0.00020246912129172259
CBFA2T3,0.0002023314783586959
FOSL2,0.00020213899885044656
CRMP1,0.00020200831761458697
NSF,0.0002019834868158848
EFCAB11,0.00020162469779260985
A2M,0.0002011647748397672
EFNB3,0.00020076644290939716
LIPG,0.0002007527933929318
ITGA3,0.00020061321267927936
CHD9,0.0002004535602053186
HOPX,0.0002002952073098102
HDAC2,0.00020024597063528918
PDE8B,0.00020009639594080217
HIBADH,0.00020008622672396275
MSN,0.00020006928309915706
SCRN2,0.00020003893567768804
TMED2,0.00019972267099081353
NDUFA4L2,0.00019970332806060323
WDR78,0.00019970053798945713
CHCHD7,0.00019963451412100374
SRSF12,0.00019947783998833075
TRIM36,0.00019938456550131717
KANK3,0.000199219537254764
HOXA3,0.00019921745113014007
CDC42EP3,0.000198764364729699
TMEM99,0.00019868517005072053
CRIP3,0.00019858743246290253
PLEKHO2,0.0001984403047551673
MBOAT2,0.00019842237613664065
SNX27,0.0001981693072326058
ATOH8,0.00019816413881195935
CCL11,0.00019815402426832856
PPP1R1B,0.00019815235118592352
MAPK9,0.00019807455285408772
PKIG,0.00019807455285408767
FAM83A,0.00019804333979252527
ADAMTS15,0.00019802153461884935
EDARADD,0.00019792673602359956
SIK2,0.00019784375613901355
FXYD6,0.0001977421869326826
AMN,0.00019760725734608436
VASP,0.0001973354687016473
MDFI,0.000196969204160471
IGSF22,0.00019696592662542673
C12orf76,0.00019688945861138645
TRMT6,0.00019682615966880882
EIF4A2,0.00019669587664665047
NDRG3,0.00019665293315157317
MPP6,0.00019663863841722076
SHF,0.00019662997928340833
CAP1,0.00019659085129886738
SEC24A,0.0001965698533232215
EPDR1,0.00019656359213406706
CELSR2,0.00019640786640612754
NEIL3,0.00019630680076743314
MAD2L1,0.00019621056114788488
PBX1,0.00019616525212694943
MLLT3,0.00019576572291706988
BCAT2,0.00019544796148156807
PLCD4,0.00019530830928799555
HLA-DQA1,0.00019524100813077125
NLRP3,0.00019523786285417303
IER3,0.00019522478186630504
DOCK11,0.00019521721823291492
TMEM40,0.00019518691316875098
PFKFB3,0.0001950443078290812
SFN,0.00019495345131197617
ITPKB,0.00019470432911895854
ZFC3H1,0.0001944328836666076
CACNA2D2,0.00019426826946901857
KIF5C,0.00019411589664033047
DLG3,0.00019404471860373542
CLIC4,0.0001940245138302811
TTC28,0.00019395210569269676
CDC42EP1,0.00019391411024477493
CGRRF1,0.00019362226249192559
TRIM23,0.00019355309686268634
ZNF253,0.00019333656487896666
ZSWIM5,0.0001933148307188137
ALDH16A1,0.0001928931839538198
DHRS12,0.00019245751329553896
LILRA2,0.00019245562660755652
MCM4,0.0001923442364958984
EDEM3,0.00019219440535302382
DNAJC22,0.00019218513172025768
SRGAP3,0.00019213345332100732
QPCT,0.00019186325373005437
SYNM,0.00019166157651598757
ABCC4,0.00019155717441892973
LDB1,0.00019153171314669227
TNFRSF6B,0.00019142279548212213
FXYD5,0.00019142120915516063
CXCL9,0.00019137968223989645
FPGT,0.00019126264099885072
GPRC5B,0.00019092875024550527
B3GALNT2,0.00019089951713712188
FAM71E1,0.00019084737738980537
GABARAP,0.00019073970255335113
SYNGAP1,0.00019038807766870526
TRERF1,0.00018999604172697602
ELL3,0.00018976775233734054
EFNA3,0.00018967268664459643
PGAP3,0.0001895995146902129
ITGB2,0.00018946039962909028
ALDH4A1,0.00018940638110970256
STAT5B,0.0001893903752351466
CCDC66,0.00018923913775900219
RARRES1,0.00018920554302480027
RARB,0.00018916693280641119
TRAK1,0.00018891936276577376
ZNF496,0.00018872092111439913
CD93,0.00018831931273888223
HR,0.0001880684904825838
ECT2,0.00018791214575802906
DIO2,0.00018762184971863246
VMP1,0.00018731435710531985
DHRS11,0.00018705963016790207
SEMA5B,0.00018703842049421797
BNIP3L,0.0001869819519383836
STAG3L1,0.0001868301977006462
ARHGAP21,0.00018678054799490043
BUB1,0.00018655064828128524
TM4SF1,0.00018653662802987575
IRS1,0.00018648324972997732
KIAA1211,0.00018639030429868552
SLC16A9,0.00018626096457200842
RLN2,0.0001862492064150378
LMOD1,0.0001862492064150378
GRIN2D,0.00018624920641503777
PPP1R1A,0.00018616848374874265
FOXQ1,0.0001861609455489204
BCR,0.00018590430047723205
SLC1A3,0.00018541812358812136
NPNT,0.00018532061350556107
PDK4,0.00018493229283432546
PKP3,0.0001847856667032773
CRYL1,0.00018469712969491244
PINK1,0.00018443928630960396
MFAP3L,0.00018417977078820396
ANKRA2,0.00018402911132636024
NPDC1,0.00018386139607638345
PARP14,0.00018385784055942127
APOE,0.00018366241188149556
GPR158,0.00018363401119454685
ALDH1A2,0.00018358850346625156
MEF2C,0.00018342724874208265
TMEM185B,0.00018336845795722937
ARID5B,0.00018316839247433796
SLC14A1,0.00018314505297478703
SLC6A6,0.00018295781832283552
RRM2B,0.0001827419161643651
CXCL6,0.00018261321455687943
HOXA1,0.00018240111534843374
RTN4,0.0001823642801010207
NAB2,0.00018236082114787613
GLRX2,0.00018235044910371818
KIFAP3,0.00018231517291536777
TPRN,0.00018199122087101606
SERINC2,0.00018192780853741722
HBP1,0.0001819190427925032
IRF2BPL,0.00018184695244522766
TMEM63C,0.00018183581819046374
FBXO5,0.00018178185331584106
TRIM6,0.00018177735906265932
MDGA1,0.0001816690584468248
PI3,0.00018153346558264728
TMEM135,0.00018153066237046314
KIFC2,0.00018146513645345017
CBX4,0.0001813116056211888
COL6A1,0.00018128256091063684
SLC4A7,0.00018117908912929483
NKD2,0.0001810756173479534
B2M,0.00018105471395778337
CYP4V2,0.00018090057110132265
CEBPB,0.00018080785592831906
NT5DC3,0.0001808024474079331
JKAMP,0.00018051487018021342
ATAD3C,0.00018037244011789855
SEMA3B,0.00018031096081695542
ARHGEF10,0.00018030659262538193
PTDSS1,0.00018028019128445215
TGFB1,0.0001802746369709232
ANKS6,0.00018014592728251476
SRD5A1,0.00018005861920849088
NDRG2,0.00017999877720499053
ACOX2,0.00017984101086603537
PIH1D2,0.00017974526587356032
RIMKLB,0.00017973381269855053
SEMA4F,0.00017944527397679562
ADAM9,0.00017935108765892524
CNTNAP3B,0.00017931929803358064
LAPTM4B,0.00017925464666151684
KLHL24,0.00017877776831409962
NR2F1,0.00017850838680668162
ABLIM1,0.00017848924053946543
ZNF417,0.00017848882281441117
ST6GAL1,0.00017838886796302564
C4B,0.00017826709756867899
LAMP2,0.0001781076109884154
RHBDL1,0.00017797146390770275
GPCPD1,0.00017791349160236708
TPK1,0.00017780481890502308
VAMP2,0.00017736068996589098
C11orf80,0.00017727760621463924
KLF7,0.0001772560728835938
CNN2,0.00017687727955328483
SRPX2,0.00017681143753002553
ZIK1,0.0001766411124333096
MBIP,0.000176459184026555
CASQ2,0.00017636185116571616
C9orf16,0.00017609015879239932
GIPC1,0.00017601467785768196
D2HGDH,0.00017590202828086896
MPP2,0.00017590202828086896
RASEF,0.00017562288523996952
GPRC5A,0.00017559245050418988
SHKBP1,0.00017554368444938268
SOD3,0.00017535731158801988
LIF,0.00017515915395328765
CCT6B,0.0001751158456285181
PHLDA1,0.00017506801004333046
SPRY4,0.00017501245188019377
IRS2,0.0001749815325637385
ANP32E,0.00017472515169746105
KCNJ15,0.0001747063543631429
HPS5,0.00017469296241097893
CCDC113,0.0001746086310140979
ACAP2,0.00017458457471591012
B3GNT3,0.0001745224045296465
PATL1,0.00017431951868387838
HOXD8,0.00017408878621100334
HOXB2,0.00017403416105924634
PTPRZ1,0.00017399368416492038
COMTD1,0.00017398040948452337
TEP1,0.0001736713379298663
ARSD,0.0001734715386591174
ARL4A,0.00017335697634466543
AQP9,0.00017331523374732678
RBM38,0.00017316741691683873
SMC1A,0.00017307199086171344
TUBG1,0.0001729823074608609
ORMDL2,0.00017295612580031725
PLS3,0.00017294700999289454
RPS6KA2,0.00017271828116266315
C2orf40,0.00017265432195716354
PBLD,0.00017265206570901638
MKNK2,0.00017259271894342907
FZD8,0.00017246332620462503
BMPR1B,0.00017244848960491915
CCDC85C,0.00017236220418233764
CAPN12,0.00017205879068817772
RCN3,0.00017192234438311176
STXBP1,0.00017181242930403088
STK39,0.00017177125657955695
TOP1,0.00017176315702720148
DUOXA1,0.000171703212415108
PTGS2,0.00017163492276827362
MASP1,0.00017146752336622524
ZNF671,0.00017144894529463387
SOCS2,0.00017138689600414085
PRR16,0.00017128275232811504
TBC1D10A,0.00017127519968379183
MOAP1,0.00017112677175764262
FZD1,0.0001710952640688563
AGPS,0.0001710426079005275
CALCOCO1,0.0001710315480397932
BCL11B,0.00017091103647497586
ZNF793,0.0001708000066385005
BST2,0.00017072843921378463
LRRC32,0.00017072843921378457
WWC3,0.0001706743867906957
IGFLR1,0.00017066610900479232
PPIC,0.0001705936668251351
ZBTB41,0.00017042470623830443
PSAP,0.00017017569284087406
BCOR,0.00016967607731682957
CYP39A1,0.0001696220036130263
FGD2,0.00016955262351671995
SEC31B,0.00016932139032734561
DHRS13,0.00016925027090890332
CGGBP1,0.00016918441888033166
GLI4,0.00016917636249365924
RPA1,0.0001689779767474778
TLE2,0.00016897545355833724
SOBP,0.00016889551051573178
IQCK,0.00016873398313864776
RARRES3,0.00016873102910804086
ASF1B,0.00016863472868223727
SOCS3,0.0001685559797353985
SELE,0.00016853452625601345
ZNF14,0.00016849513424998434
ANKRD29,0.0001684884457056184
NUDT17,0.0001684872488082055
CRYM,0.0001684865506180481
MDP1,0.00016847658918868968
SERINC1,0.00016844621643778468
NCOA4,0.0001683582900528692
DUSP7,0.00016834062887513033
TSPAN6,0.00016822003239338006
GIMAP7,0.00016820838392864169
PARP9,0.00016814164468024236
PLEKHB1,0.00016808974270324516
GNGT2,0.0001679043597681431
PHC3,0.00016788296522688825
NDST1,0.000167800414090092
CDKN1B,0.00016779966167411334
APPL2,0.00016764836216674227
PCGF2,0.000167624285773534
USP9X,0.00016762428577353397
ZDHHC17,0.00016746090927667872
HMGCS1,0.00016744917513901458
CXCR3,0.00016742599490336688
G6PD,0.000167423165003227
RCC1,0.0001672713051147763
HAPLN3,0.0001670458313643153
HSF2,0.0001670330184515815
BARD1,0.00016690468306487325
CYP27A1,0.00016666347637536125
NOP2,0.00016661807912834
CYGB,0.00016624466202231147
TACSTD2,0.00016624466202231136
PRPF3,0.0001662334282901823
FKBP11,0.00016580121153084713
GGH,0.00016577642440486284
RIBC1,0.00016567251415047443
BATF3,0.0001655707444295483
P2RY6,0.00016540225960324313
FMOD,0.0001653971788608462
GYPC,0.00016525818280159463
RBP1,0.00016489639335634407
MAFG,0.00016481576599425957
HMGB2,0.00016478871865931925
GALNT2,0.00016475891336714877
GAS6,0.00016460908534688735
MCM8,0.0001642282888474478
ZNF827,0.00016407668184181896
ESYT2,0.00016388257893309717
SFMBT1,0.00016383032045767215
CAV1,0.00016381061154694039
IQCE,0.0001637794046974433
WDR19,0.00016375444839643237
ALOX5,0.00016351201857017734
TOB2,0.00016345732263352929
WDFY3,0.0001634197181507607
SH3BP5,0.00016340478715778207
CDKN1C,0.00016325691290039774
ADAP2,0.00016323201423902963
DCDC2,0.00016322673506651223
TRIM38,0.0001631897808588902
HOXA4,0.00016311587244364622
AIFM1,0.00016311109108614556
TMTC2,0.00016305908650583395
BOC,0.00016296805561315803
MAPK8IP1,0.00016289414719791395
FBXO15,0.00016284487492108463
ZNRF2,0.0001626657030053414
TSPYL5,0.0001625113395087014
C1orf122,0.0001624615503898072
RUSC1,0.0001621506823236777
CASP1,0.00016203548991263874
GNG11,0.00016201279664933163
HABP4,0.00016200724621498518
SMTN,0.00016196945463804404
HOXB4,0.00016193333779974115
ZNF296,0.00016188785569805244
KIAA0895,0.00016160725645713474
KCTD15,0.00016145587351294147
RASA1,0.00016144492204865277
FLRT3,0.00016124352592412994
UBE2W,0.00016124352592412992
MXI1,0.00016122429874920922
MEST,0.00016114005414278823
RIC3,0.0001610679955515266
HIST1H2BJ,0.0001609828412036954
ZGLP1,0.0001609725284015683
CD151,0.00016092351961285035
UTP23,0.00016090414992928103
COL3A1,0.00016090004130200203
MARVELD3,0.0001607740706198945
TUBB6,0.00016075080315583614
2-Sep,0.00016052907791010398
GAL3ST1,0.00016052301892181267
EFNB2,0.0001602495830594042
APLNR,0.00016022728078674938
ANK1,0.00016018554483930786
MSI1,0.00016011193837344267
DPY19L4,0.00016008562741863955
CAPS2,0.0001600050000565551
CORO6,0.00015995704522028275
LAMP3,0.00015984486890209204
PMEL,0.0001596380940969028
USP31,0.000159470601223874
LILRB4,0.00015931683844858886
TNRC6C,0.000159303559037372
PLCB3,0.00015927263485095492
CDH26,0.00015923913069911688
RHOH,0.00015909148677437633
CPVL,0.00015908428759920407
SYT8,0.00015905704498973174
HIRIP3,0.0001590552571590605
CKS2,0.0001590354660557687
PILRA,0.00015902816855437832
GPR132,0.00015882918435949046
UNG,0.0001586567313905877
CPNE2,0.00015863568318476667
ZNF24,0.0001583452639324063
CRISPLD1,0.00015831182545278204
PTPN13,0.00015822283175124293
RBM11,0.00015815545502631631
TMEM91,0.00015811551635110064
ABL1,0.00015810488189009866
LSR,0.000158003923593324
DNASE1L1,0.0001580002115939156
TWIST2,0.0001578731950753553
SP110,0.00015779446654607367
NINJ1,0.00015779446654607364
MEOX1,0.00015772238136263497
CPT1C,0.00015759555753886562
ZNF148,0.00015746523815089557
MYH10,0.00015730273532514645
ZNF750,0.00015727710763936524
SERPINA3,0.0001572771076393652
MAP2K6,0.00015726661754093338
AP1G2,0.00015717337653025075
KDELR3,0.00015695873292754462
UBTD1,0.00015678003731723364
LFNG,0.0001567754262752843
C3orf52,0.0001564015771818584
TSPAN8,0.000156364929358121
NXT1,0.00015624238982594836
TOR1AIP1,0.00015624238982594834
AXIN2,0.00015622391272213733
MTHFD2L,0.00015579893933448396
TNFRSF19,0.00015576198512686192
RANBP2,0.00015575721113831752
CLUAP1,0.0001557027523060324
UFSP2,0.00015567799829135736
EMILIN2,0.0001556383079052947
TTC32,0.00015551157514654193
LYSMD3,0.00015550589895123562
TNFRSF10A,0.00015534429059828537
GPC1,0.00015534032814245674
VPS13D,0.0001553276392952465
DOK5,0.00015520767201253148
APBB1,0.00015520767201253148
ERICH1,0.00015520767201253148
ZNF43,0.00015520767201253146
DPM3,0.00015520767201253146
LRP6,0.00015520767201253143
ACTN4,0.0001550609455929348
OTUD6B,0.00015503969834152227
APC,0.000155007145304505
ZDHHC13,0.00015500610360732052
TMEM145,0.0001549424712284204
THRA,0.00015478127730920028
IGKC,0.0001545709225888903
MRPL12,0.00015440139839168713
ANXA8,0.00015431237586751288
SIK1,0.00015424686261435858
CYTL1,0.0001542199868269972
BRMS1L,0.00015419128895235708
VANGL1,0.00015418991678621972
DDX21,0.000154059396458722
PITX1,0.00015402530534229747
YAP1,0.00015374966054817134
HCFC2,0.00015371369442096695
SNX13,0.0001536817245301186
HIST1H2BC,0.00015365559529240613
TMEM220,0.00015359192035004201
CHST15,0.00015356936880795474
YDJC,0.00015352975123401766
TRAM2,0.00015351449740875844
ULK3,0.0001534318725219376
EFNB1,0.00015341595285509968
ZFAND3,0.0001533836240094329
GLI2,0.00015334663543379616
ZP3,0.00015330466142798809
HLA-E,0.00015316546580184022
SP140,0.00015297215948635847
LXN,0.00015295392157237318
NUP37,0.00015295307635592814
HSD17B8,0.00015280447802183542
SCCPDH,0.0001527776182357762
TNFRSF4,0.0001527742447438238
IL17RB,0.0001526772364062173
MYLK,0.00015259201286155254
GRAP,0.00015250840815144397
MSH2,0.0001525011184728068
ADAMTS14,0.0001524625023034662
SNORA66,0.00015237767457412636
TONSL,0.00015210351857228085
LZTS2,0.00015210351857228085
RAB43,0.0001521035185722808
TUSC3,0.00015195570174179274
DNMT3B,0.00015167533981003443
SLC38A6,0.00015166766178380194
UBE2E2,0.00015166006808081645
C17orf53,0.00015159598293595298
SBK1,0.00015152344949506224
NDN,0.00015148060164658835
RAB23,0.00015140326583684796
DHTKD1,0.00015132748021221814
HEATR1,0.00015132748021221814
SALL4,0.00015121661758935197
TTC39C,0.0001510900895958636
ADAM33,0.0001510008414933782
PCDH1,0.00015097291957152042
BCL2L11,0.00015082737904040743
CABLES2,0.0001507926220511871
ZNF580,0.0001507731670978877
MXD1,0.0001507731670978877
KBTBD6,0.00015055391725362304
CBR3,0.00015055144185215552
BAG3,0.00015052680571374082
MET,0.00015020319563199312
DNAJB2,0.00015005077194243767
TOP2B,0.00015003408294544707
ADAMTS1,0.0001499216136179018
STT3B,0.00014988626611495896
HSD17B6,0.00014980311914780938
TFB2M,0.0001497962167814432
NQO1,0.0001497962167814432
SAP30,0.0001497877215613002
GGCT,0.00014975188717815144
ACBD5,0.00014969932129992985
ACTG1,0.00014962919336628384
MYRIP,0.00014956375666662125
IL18R1,0.00014948629116187345
KIAA1324L,0.0001493777970093603
CCNO,0.00014929754735904928
REC8,0.0001492663890838797
SLC16A6,0.00014919524797234963
ALDOA,0.0001491938609616199
ADCY1,0.00014906080264842403
MAGED2,0.00014905929087412
CCDC34,0.00014901281890974624
PLAC8,0.00014900623381357967
CABYR,0.00014899936513203022
ABCA3,0.0001489993651320302
NR1D2,0.00014890529987626505
DLG4,0.00014881123462049984
TK1,0.00014880875921903232
IDUA,0.00014870419484669815
ST6GALNAC2,0.00014865851691113984
NAA16,0.0001486465365292905
SEMA6C,0.00014858804873415016
ZNF138,0.00014850664236373647
LRRC56,0.0001484764729749826
WDR62,0.00014830955325641896
PTPN14,0.00014820473370184985
CLEC12A,0.0001478452568016806
CDKL1,0.00014768790302948438
GALC,0.00014709330600205176
ST8SIA4,0.00014697474365806633
STIM1,0.00014695547076006268
ITGAX,0.00014687870585106726
IFI44L,0.0001468313849515377
RGS14,0.0001467299420286537
BDKRB2,0.00014664518517185817
NR2F2,0.0001464864790137321
QSOX1,0.00014633866218324398
TGIF2,0.00014633866218324395
RPS21,0.00014626464649889203
LONRF2,0.00014614157307592634
CREB3L1,0.0001460714979877223
MYOT,0.00014590368386641604
PHKA2,0.00014589521169177953
TMBIM4,0.0001458239962957144
PBXIP1,0.00014580859513327397
KRCC1,0.00014580114643601442
SPOCK2,0.00014575773170258442
BLNK,0.0001456892082843143
IRX2,0.00014563989171184556
CD72,0.00014563653223842533
HSD17B2,0.00014563387209518135
SH3PXD2A,0.00014557968983103684
GCC2,0.000145550305753974
KIAA0753,0.00014530661613263137
HEY1,0.0001451364186286071
BCL2L14,0.00014509927491222811
RHOF,0.00014509565701777564
LHPP,0.0001450822191240949
SEL1L3,0.00014507501779132756
FPR3,0.00014464374970979643
CPA3,0.00014460181442500842
GCAT,0.00014453201203283358
TMCO4,0.00014449743499646194
DQX1,0.00014449289676043828
FNBP4,0.00014436541358486178
PIP5K1A,0.0001442953118794375
HVCN1,0.00014426948521874237
HMOX1,0.00014405942202281414
SLC44A3,0.00014382577606494585
ADPRHL1,0.00014382577606494583
CLGN,0.00014377650378811653
PNMA2,0.00014370276765356062
EPHB6,0.0001436779592344577
ADCY9,0.00014354528027215213
APOD,0.00014354463425009578
FAM83E,0.000143426032277341
IL16,0.0001433942813465357
HNRNPF,0.00014338232557348148
C3orf18,0.00014334083312983576
LGR6,0.0001432686203192598
ARTN,0.00014323250217968347
AGRN,0.0001431032681582344
GGT1,0.00014305444096767138
VEGFB,0.00014288960280518768
EHD3,0.000142864966666773
ID2,0.0001427910582515289
CASP7,0.0001427910582515289
FAM199X,0.00014254434834553014
SERPINE2,0.00014251457494915854
ST6GALNAC1,0.0001422736993448205
ZNF93,0.0001421482790038003
KTN1,0.00014205197409908836
HCG11,0.00014201501989146627
SLC22A3,0.00014192716149333365
PIGT,0.0001419212398740102
LAMB2,0.00014183914839146304
PIGA,0.00014182565167920218
LPAR6,0.00014162700071143497
ZC4H2,0.00014149504806098672
IARS2,0.00014141143450030643
GRHL3,0.00014137253533438843
EAF2,0.00014133304678716884
MAP6D1,0.00014119349942971502
RABGAP1L,0.00014116507311615956
TGFBR3,0.0001411351242008071
SYNGR3,0.000141101964104056
UBQLN1,0.00014105953249885362
LIMK1,0.00014104274194610045
RIMKLA,0.0001409887398980563
SYT1,0.00014098693488454568
FGFRL1,0.00014097542133364663
SMAD7,0.00014085864709207052
S100A9,0.00014072162262469522
ZSCAN16,0.00014058233368827373
STEAP4,0.00014037426519580625
DDHD1,0.00014035018546090452
SLC25A20,0.00014027817213323082
NFYA,0.00014024229009797698
PPFIA1,0.00014018038561460018
CORO2A,0.0001401473436766942
FAM91A1,0.00014000276603853183
VLDLR,0.00013993401321277845
NAB1,0.00013972101638754476
IGSF6,0.00013970680323076718
UNC13B,0.00013968690481127834
NRM,0.00013968690481127831
HIF3A,0.00013968690481127831
TM4SF18,0.00013968690481127831
WIPI1,0.00013968690481127831
ERRFI1,0.00013968690481127831
EPCAM,0.00013951634692994594
TNFAIP8,0.00013945174167186546
MLLT11,0.00013934949682864242
MAP3K8,0.00013933583983886906
ITGA5,0.00013928893642150254
GNLY,0.0001392215555301121
TRIO,0.00013919677532071246
TEAD4,0.0001391695459045699
LCAT,0.00013916954590456983
MAMLD1,0.00013910907538300645
LCA5,0.00013907100135091105
S100A13,0.00013880519038380533
HS6ST1,0.00013877157751479417
GDAP1,0.00013865218699786144
SLC15A3,0.00013865218699786144
TET3,0.00013865218699786144
EMID1,0.0001386521869978614
TJP3,0.00013862003275750967
RRAGD,0.0001385939289561431
LGR5,0.00013856221153582516
HLA-DQB1,0.00013851108911421366
CXorf36,0.00013848731762610623
SH3RF2,0.00013840323233598663
SECISBP2L,0.00013835655333688517
C6orf226,0.00013835371070552966
ACOX1,0.00013831612480205092
CIRBP,0.00013819952744631702
C2orf15,0.00013816872910213377
PHKB,0.00013811915054852547
CRKL,0.00013811915054852547
C4A,0.00013807200593819553
REPS2,0.0001380438287920153
SUGP2,0.00013802396546828692
B4GALT4,0.00013796237512225018
HAUS6,0.00013796237512225018
PTPRB,0.00013795657838379965
ADAM19,0.00013793238330157115
PTGES,0.0001379131028454207
TK2,0.00013779542770947845
TCF7L2,0.00013779151475904397
CATSPERG,0.00013775654415936622
BRIX1,0.00013774082472537867
ISYNA1,0.00013758980293274888
ANGPTL1,0.000137529635995314
CCDC84,0.00013748921634622693
MAP1LC3B,0.00013747544909240695
SLC35A3,0.00013746965235395643
TDG,0.00013746965235395643
IGSF8,0.0001373629396688447
NEK6,0.00013730903700454823
LRRK1,0.0001372362573584489
AP1S1,0.0001371001102777361
RALGAPA1,0.0001369775304670876
SHISA2,0.00013697248593204958
RNF208,0.00013679215854755253
TM9SF3,0.00013667476671792647
MAPK6,0.00013658275137102773
KLF15,0.00013658275137102768
MTX3,0.00013658275137102765
MAML3,0.00013649073813720285
ZNF664,0.00013648420681736887
HSPA8,0.00013636102612529547
C6orf120,0.00013626624945162972
RPS24,0.0001361393008795633
ENG,0.000135806713010965
TSPAN33,0.000135806713010965
SLC25A22,0.000135695850388099
BOP1,0.00013567737328428796
IGFL2,0.00013562762723556593
ZNF713,0.00013557374083247831
FAM83B,0.0001355480335576108
WDR34,0.0001354539683018456
KCTD10,0.00013539125813133549
NFKBID,0.0001350861059623354
PRADC1,0.00013503128857373067
SAT2,0.00013499040322738747
DSTYK,0.0001349112841339698
ST3GAL3,0.00013487011499019972
DERL3,0.00013485822168199957
PRR11,0.00013485629679081944
FMNL1,0.0001348413394115342
UCHL3,0.00013480894940517024
ZNF132,0.00013480894940517016
MFAP3,0.00013480275435282025
SMG1,0.00013436549891370582
FAM182B,0.0001340963964787146
ATP2B1,0.00013404298946536808
COL9A2,0.0001338801842150053
NAP1L5,0.00013386726957201832
TRIM2,0.00013381770713013214
PRNP,0.00013381118579937533
RNF122,0.0001337558034988278
PLA2R1,0.00013374670295125755
KRTCAP3,0.00013370032317650915
PKN1,0.00013357266318654226
TUBB3,0.000133404689515533
TBC1D2B,0.00013329666952402252
FRS2,0.00013319938836207725
BGN,0.0001331609315053009
LONRF1,0.00013313369199297143
SLC20A2,0.00013313369199297143
PDE1A,0.0001331336919929714
PI4K2B,0.00013303514743931267
ROM1,0.00013303514743931267
RMI1,0.00013291420639618604
LMO4,0.00013273096028479213
SNX22,0.00013266818957341562
SNAI2,0.00013263825509776965
ARHGAP15,0.00013244388011736017
SIX5,0.00013244388011736017
CSPG4,0.00013244388011736014
NBR2,0.00013242305138215466
CNPY4,0.0001323677470340987
RAB26,0.0001323349624527899
PTGDS,0.00013219308494342595
EXTL3,0.00013218933850722383
COL4A1,0.0001321262782502315
RPL31,0.00013211129224876192
LDHD,0.00013195695408751697
COL13A1,0.00013192945699675904
CPS1,0.00013192652121065174
TSPAN7,0.00013192652121065174
CREBZF,0.00013192652121065174
PREX1,0.00013180713069371898
AIF1,0.00013167020474341945
ADD3,0.00013165433238545893
ACYP2,0.00013162804491831997
PI15,0.00013158161527284613
SLC16A1,0.00013145619493182595
SH2B2,0.00013140916230394326
NUP85,0.00013106425636613754
CAPN5,0.00013089180339723486
CRIP1,0.00013088745584339704
MAP3K5,0.0001308613705203697
DRAM1,0.00013081789498199084
ETS1,0.00013080804052662516
MPZL3,0.00013072699955195266
ASGR1,0.00013053472961057892
RAD18,0.00013046850974629163
PIAS3,0.00013042451148149816
EFCAB2,0.00013037444449052639
ANKRD50,0.00013037444449052639
OPHN1,0.00013018631397899598
TBL1X,0.00013015127006018158
PURA,0.000130131472845326
HAGH,0.00013007881082955017
HOGA1,0.00013007881082955017
ZNF160,0.00013006389251143835
AKR1B15,0.000130059321070333
RNF145,0.0001300295385527208
HPRT1,0.00013001286064845015
COX6C,0.00012997647610075072
CSTA,0.00012997647610075072
LNX1,0.00012991456990678563
SLC25A33,0.0001297708590993666
CTNNB1,0.00012970992352326195
LRRK2,0.00012969734804119373
C1orf162,0.00012964405544576156
TRAM1L1,0.0001295764268305055
UNKL,0.0001294875435075977
GATA6,0.00012948754350759764
LAMB1,0.00012947119137191387
FAM122C,0.0001293397266771096
DECR2,0.00012933972667710953
EDN2,0.00012933972667710953
OGFRL1,0.00012933972667710953
NUCKS1,0.00012928526784482442
LOXL1,0.00012922531076504899
REEP4,0.00012917371072628054
PIKFYVE,0.0001288694003982837
MGAT4B,0.00012884917131102244
ARHGEF7,0.00012882236777040114
DKC1,0.0001288223677704011
ZNF92,0.0001288223677704011
CEACAM21,0.00012881147600394408
ICA1L,0.00012875048015383362
CBR1,0.00012861486357034022
PIGQ,0.00012854663080923346
TDO2,0.0001285054992289256
ARNT2,0.00012849385695566407
SH2D1A,0.0001284158714865588
SPINT1,0.00012839907411945785
TCEA3,0.0001283350006843715
RAD54B,0.00012830595689018026
TMC8,0.00012830500886369268
